lc,quantity,serving_size,packaging_tags,brands_tags,categories_tags,labels_tags,countries_tags,stores_tags,allergens_tags,traces_tags,nutrition_data_per,nutrition_data_prepared_per,energy-kj_value,energy-kcal_value,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,fiber_value,fiber_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,vitamin-d_value,vitamin-d_unit,calcium_value,calcium_unit,iron_value,iron_unit,packaging_1_shape,packaging_1_material,packaging_2_shape,packaging_2_material,link,off:food_groups,off:food_groups_tags,off:nova_groups,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_grade,off:ecoscore_score,off:ecoscore_data.missing_key_data,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.origins_of_ingredients.value,off:ecoscore_data.adjustments.packaging.value,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,off:ecoscore_data.adjustments.production_system.value,off:ecoscore_data.adjustments.threatened_species.value,data_sources,product_name,ingredients
es,230 ,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - El CoCo",Yoggi chia maracuja,
fr,,,,"nestle,เนสเล่","en:beverages,en:waters,en:spring-waters,en:mineral-waters",,"en:spain,en:thailand",,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:waters-and-flavored-waters,"en:beverages,en:waters-and-flavored-waters",1.0,en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - El CoCo",Agua,
es,,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",,en:spain,,,,100g,100g,,367.0,1.4,g,0.5,g,76.0,g,12.0,g,,,9.2,g,1.14,g,0.456,g,367.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",,unknown,d,11.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - yuka, Apps",Fitness,
es,350 ,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals,en:filled-cereals",,en:spain,,"en:gluten,en:milk","en:nuts,en:peanuts",100g,100g,,401.0,10.6,g,2.1,g,63.3,g,21.8,g,8.8,g,8.6,g,0.65,g,0.26,g,401.0,kcal,,,,,,,,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,c,8.0,d,25.0,1.0,32135.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Fitness delice chocolate,"Cereales (57,1%) [trigo integral (43,3%), sémola de maíz (7,1%), harina de arroz (6,7%)], relleno con chocolate (34,5%) [azúcar, chocolate (7,9%) (cacao desgrasado en polvo, cacao, azúcar, emulgente lecitina de girasol, aroma vainilla), aceite de nabina, leche desnatada en polvo, suero de _leche, azúcar, cacao desgrasado (4,2%), gasificante (fosfato dicálcico), emulgente (lecitina de girasol), estabilizador (fosfato trisódico), sal, aroma natural. VITAMINAS Y MINERALES: Vitamina D tiamina, riboflavina, niacina, vitamina B6, ácido fólico, ácido pantoténico, carbonato cálcico, hierro. Puede contener cacahuete y frutos secos."
es,1200 ,,,nestle,en:baby-foods,en:no-palm-oil,en:spain,,,,100g,100g,,387.0,4.0,g,0.8,g,74.0,g,18.0,g,,,10.0,g,0.1,g,0.04,g,387.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo","Papillas Nestlé avena,especta y centeno",
es,400 ,,,nestle,en:dietary-supplements,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Meritene puré de frutas,
es,,,,nestle,en:baby-foods,,en:spain,,,,100g,100g,,387.0,1.9,g,0.4,g,81.1,g,31.0,g,,,9.8,g,0.1,g,0.04,g,387.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Nestum,
es,,,,nestle,en:desserts,,en:spain,,,,100g,100g,,236.0,11.1,g,8.6,g,28.5,g,24.9,g,,,2.9,g,0.21,g,0.084,g,236.0,kcal,,,,,,,,,,,,,,,unknown,d,15.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Tarta whisky,
es,,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts",,en:spain,,,,100g,100g,,135.0,8.2,g,5.4,g,12.0,g,12.0,g,,,3.4,g,0.14,g,0.056,g,135.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,c,6.0,b,67.0,1.0,19593.0,-5,-15,1,0,,"App - yuka, Apps",Yaos Griego Azucarado,
es,,,,nestle,en:baby-foods,,en:spain,,,,100g,100g,,386.0,2.8,g,0.8,g,13.5,g,7.9,g,,,2.9,g,0.067,g,0.0268,g,386.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Leche y cereales con galleta María,
es,,,,nestle,en:baby-foods,en:no-palm-oil,en:spain,,,,100g,100g,,396.0,4.6,g,0.3,g,73.6,g,18.4,g,,,11.0,g,0.1,g,0.04,g,396.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Papilla 8 cereales,
es,8 ,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies",,en:spain,,,,100g,100g,,545.0,33.8,g,17.2,g,51.8,g,49.6,g,,,8.3,g,0.086,g,0.0344,g,545.0,kcal,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",,unknown,e,26.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Sublime,
es,,,,nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-cones",,en:spain,,,,100g,100g,,316.0,14.8,g,11.2,g,40.3,g,26.8,g,,,3.8,g,0.16,g,0.064,g,316.0,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",,unknown,d,18.0,b,67.0,1.0,39509.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Mini conos de helado de nata y frutos del bosque y chocolate,
en,,,,nestle,,,en:spain,,en:gluten,,100g,100g,,388.0,5.0,g,0.69999998807907,g,5.0,g,1.5,g,,,6.0,g,0.23999999463558,g,0.095999997854232,g,388.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - InFood",Cookie Crisp,"whole grain wheat (35,2%), maize semolina, sugar, glucose syrup, wheat starch, sunflower oil, calcium carbonate, wheat flour, fat-reduced cocoa powder (1,2%), salt, icing sugar, cocoa powder (0,5%), raising agent: sodium bicarbonate, natural flavouring, molasses, antioxidant: tocopherols, iron, vitamin b3, b5, d, b9, b6, b2,"
es,,20.7g,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:bars-covered-with-chocolate,en:chocolate-biscuity-bars",en:natural-flavors,"en:france,en:spain",,"en:gluten,en:milk,en:soybeans",,100g,100g,,502.0,24.3,g,13.6,g,63.0,g,51.7,g,,,6.6,g,0.23,g,0.092,g,502.0,kcal,,,,,,,,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,27.0,d,23.0,1.0,31000.0,-5,-15,1,0,-10.0,"App - yuka, Apps, App - elcoco, App - El CoCo",Family de galleta recubiertas de chocolate con leche,"azúcar, harina de trigo (con calcio, hierro, tiamina, niacina), leche en polvo (10%), cacao (9%), manteca de cacao, grasas vegetales (palmiste, palma, hueso de mango, kokum gurgi, sal), lactosa y proteinas lácteas, suero de  leche en polvo, leche desnatada en polvo (3%), emulgentes (lecitina de girasol, lecitina de soja), levadura, gasificante (bicarbonato sódico), aroma natural de vainilla, sal, grasa láctea, aromas naturales."
es,,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,en:spain,,,,100g,100g,,43.0,0.5,g,0.1,g,6.0,g,5.4,g,,,4.1,g,0.15,g,0.06,g,43.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,a,-1.0,b,67.0,1.0,19593.0,-5,-15,1,0,,"App - yuka, Apps",Sveltesse duo manzana kiwi,
es,,,,nestle,en:baby-foods,,en:spain,,,,100g,100g,,371.0,1.1,g,0.2,g,82.0,g,21.0,g,,,7.2,g,0.03,g,0.012,g,371.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Meritene cereal instant,
es,,,,nestle,en:baby-foods,,en:spain,,,,100g,100g,,427.0,10.5,g,4.5,g,70.0,g,30.0,g,,,12.5,g,0.3,g,0.12,g,427.0,kcal,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Papilla infantil arroz frambuesa,
es,,,,nestle,"en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:sweet-mousses,en:dairy-mousses,en:chocolate-mousses",,en:spain,,,,100g,100g,,229.0,13.4,g,8.7,g,20.7,g,18.3,g,,,5.0,g,0.16,g,0.064,g,229.0,kcal,,,,,,,,,,,,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",,unknown,d,14.0,d,22.0,1.0,39206.0,-5,-15,1,0,,"App - yuka, Apps",Gold mousse de chocolate crujiente,
es,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - El CoCo","Manzana, platano y avena",
en,,,,nestle,en:baby-foods,en:no-palm-oil,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - El CoCo, App - Yuka, Apps",Nestum avena con ciruela,
es,,,,nestle,"en:baby-foods,en:cereals-for-babies",,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,not-applicable,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - El CoCo",Nestum avena,
es,,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours","en:no-flavors,en:no-palm-oil",en:spain,,,,100g,100g,,370.0,2.6,g,0.5,g,77.0,g,1.5,g,,,8.0,g,0.01,g,0.004,g,370.0,kcal,,,,,,,,,,,,en:cereals,"en:cereals-and-potatoes,en:cereals",,unknown,b,0.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Multicereales selección de la naturaleza,
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:assorted-chocolate-candies",,en:spain,,,,100g,100g,,507.0,29.3,g,14.8,g,53.7,g,48.6,g,4.1,g,6.0,g,0.25,g,0.1,g,507.0,kcal,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",,unknown,e,23.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Les recettes de l'atelier,
es,,,,nestle,,,en:spain,,,,100g,100g,,232.0,11.2,g,4.9,g,0.2,g,0.2,g,,,12.3,g,0.01,g,0.004,g,232.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Cafe essentia,
es,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nan optipro 2,
es,120,20g,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:filled-chocolates,en:filled-milk-chocolates","en:sustainable-farming,en:contains-milk,en:green-dot,en:nestle-cocoa-plan,en:utz-certified,en:utz-certified-cocoa",en:spain,supercor,"en:gluten,en:milk,es:lactea,es:lactea","en:eggs,en:nuts,en:soybeans",100g,100g,2326.0,557.0,33.0,g,15.6,g,59.2,g,46.4,g,1.5,g,5.1,g,0.32,g,0.128,g,2326.0,kJ,,,,,,,en:unknown,,,,https://www.chocolatesnestle.es/tabletas-chocolate-nestle/tableta-chocolate-dinosaurus,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,26.0,d,23.0,,31079.0,-5,-10,0,10,-10.0,"App - yuka, Apps, App - El CoCo, App - Open Food Facts",Extrafino con relleno cremoso y trocitos de galleta,"Azúcar, galleta (22,8%) (harina (_trigo_, _centeno_), almidón de _trigo_, salvado de _trigo_, azúcar, aceite de girasol alto oleico, sal, suero de _leche_ en polvo, gasificantes (carbonatos de amonio y sodio), _leche_ desnatada en polvo, jarabe de glucosa y fructosa, aroma, antioxidantes (E304, E306), vitaminas (tiamina, riboflavina, niacina, ácido pantoténico, B6, ácido fólico, B12), manteca de cacao, _leche_, grasas vegetales (palma, shea), cacao, suero de _leche_ en polvo, emulgente (lecitina de girasol), grasa _láctea_, aroma natural de väinilla."
es,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Agua,
es,,,,nestle,,,en:spain,,,,100g,100g,,559.0,33.8,g,17.1,g,55.1,g,51.6,g,,,7.2,g,0.18,g,0.072,g,559.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Bombones,
es,,,,nestle,,,en:spain,,,,100g,100g,,125.0,3.5,g,0.5,g,14.0,g,6.5,g,,,9.4,g,0.2,g,0.08,g,125.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Resource Protein,
es,,,,"nestle,avidesa",,,en:spain,,,,100g,100g,,280.0,13.0,g,9.2,g,36.0,g,26.0,g,,,3.7,g,0.2,g,0.08,g,280.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Helado de turrón,
es,,,,nestle,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts",en:no-gluten,en:spain,,,,100g,100g,,67.0,1.1,g,0.7,g,11.7,g,11.5,g,,,2.6,g,0.12,g,0.048,g,67.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,e,18.0,e,17.0,1.0,19508.0,-5,-15,1,0,,"App - yuka, Apps, App - elcoco, App - El CoCo",Yogur líquido con fresa,
es,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,0.0,g,0.0,g,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Isosource standar,
es,,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts",,en:spain,,,,100g,100g,,98.0,3.4,g,2.3,g,13.4,g,13.4,g,,,3.4,g,0.15,g,0.06,g,98.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,c,3.0,b,67.0,1.0,19593.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Yogur la Lechera natural azucarado,
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates,en:filled-chocolates,en:filled-milk-chocolates",en:green-dot,en:spain,,"en:gluten,en:milk",en:nuts,100g,100g,,542.0,32.1,g,17.6,g,54.4,g,51.8,g,,,6.6,g,0.1,g,0.04,g,542.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,26.0,e,8.0,1.0,31079.0,-5,-15,1,0,-10.0,"App - yuka, Apps",Chocolate extrafino maxibon black cookies,"Azúcar, cacao, grasas vegetales (palma, shea), Teche desnatada en polvo, trocitos de galleta de cacao (6,5%) [azúcar, Jarabe de glucosa, aceite de coco, cacao en polvo, harina de trigo, protefnas de leche), grasa láctea, manteca de cacao, cačao desgrasado, leche, emulgente (lecitina de girasol), suero de leche en polvo, aromas naturales de vainilla. Puede contener frutos de cáscara."
es,,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts",,en:spain,,,,100g,100g,,74.0,1.9,g,1.3,g,11.4,g,11.4,g,,,2.9,g,0.13,g,0.052,g,74.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,b,2.0,b,67.0,1.0,19593.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Yogur Nestle Sabor Limon 4x125GRS,
fr,,,,nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",en:nestle-cocoa-plan,"en:france,en:spain",,,,100g,100g,,323.0,15.8,g,10.4,g,41.1,g,28.6,g,,,3.5,g,0.16,g,0.064,g,323.0,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",,unknown,e,20.0,b,67.0,1.0,39509.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Glace kitkat,
es,,,,nestle,,en:no-palm-oil,en:spain,,,,100g,100g,,80.0,3.6,g,0.3,g,9.5,g,5.8,g,,,2.3,g,0.065,g,0.026,g,80.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé crecimiento cereales,
es,,,,nestle,,,en:spain,,,,100g,100g,,200.0,21.85000038147,g,13.489999771118,g,70.76000213623,g,40.090000152588,g,,,5.6500000953674,g,0.17399999499321,g,0.069599997997284,g,200.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Tango,
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates",,en:spain,,,,100g,100g,,578.0,42.5,g,24.60000038147,g,34.5,g,26.299999237061,g,10.3,g,9.3000001907349,g,0.0,g,0.0,g,578.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",,unknown,d,17.0,e,15.0,1.0,31080.0,-5,-15,1,0,,"App - yuka, Apps",laminas chocolate negro,
es,,,,nestle,"en:beverages,en:breakfasts,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders",en:no-gluten,en:spain,,en:soybeans,,100g,100g,,383.0,3.6,g,1.6,g,79.2,g,75.7,g,,,4.8,g,0.3,g,0.12,g,383.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,d,34.0,1.0,18104.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",CACAU NESQUIK EN POLS,"Azúcar, cacao desarasado (20%), sales minerales Icarbonato de magnesio, pirofosfato férrico), sal, vitaminas (D, C, B1, Niacina, B6 ácido partotenico, ácido fólico), aceite de girasol, aroma, canela y emulgente (lecitina de soja)."
es,,,,nestle,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts",,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,unknown,,e,17.0,1.0,19508.0,-5,-15,1,0,,"App - yuka, Apps, App - elcoco, App - El CoCo",La Lechera Frutíssimo yogur líquido con fresa y piña,
es,,,,nestle,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:dairy-drinks,en:fermented-dairy-desserts,en:fermented-drinks,en:yogurts,en:fermented-milk-drinks,en:drinkable-yogurts",en:no-gluten,en:spain,,,,100g,100g,,68.0,1.2,g,0.8,g,11.7,g,11.5,g,,,2.6,g,0.12,g,0.048,g,68.0,kcal,,,,,,,,,,,,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",,unknown,e,18.0,e,17.0,1.0,19508.0,-5,-15,1,0,,"App - yuka, Apps, App - elcoco, App - El CoCo",Yogur líquido con piña y coco,
es,,,,nestle,,,en:spain,,,,100g,100g,,128.0,1.7,g,1.3,g,22.7,g,17.9,g,,,4.9,g,0.2,g,0.08,g,128.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Sveltesse mousse de chocolate,
es,,,,nestle,,,en:spain,,,,100g,100g,,122.0,3.4,g,2.3,g,13.4,g,13.4,g,,,3.4,g,0.15,g,0.06,g,122.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogur natural azucarado,
es,,,,nestle,,,en:spain,,,,100g,100g,,98.0,3.4000000953674,g,2.2999999523163,g,13.39999961853,g,13.39999961853,g,,,3.4000000953674,g,0.15000000596046,g,0.060000002384184,g,98.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogur natural azucarado,
es,,,,nestle,,,en:spain,,,,100g,100g,,41.0,1.2,g,0.8,g,4.4,g,4.4,g,,,3.2,g,0.14,g,0.056,g,41.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogur líquido natural,
es,6 x 125 ,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,177.0,0.1,g,0.1,g,5.9,g,5.9,g,,,4.3,g,0.18,g,0.072,g,177.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogur Sveltesse 6x125 G,
es,,,,nestle,,,en:spain,,,,100g,100g,,98.0,2.7,g,1.8,g,11.2,g,10.6,g,,,5.6,g,0.1,g,0.04,g,98.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogur yoco,
en,,,,nestle,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets",,"en:france,en:spain",,,,100g,100g,,141.0,4.4,g,3.2,g,22.8,g,11.6,g,,,2.2,g,0.23,g,0.092,g,141.0,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",,unknown,c,6.0,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Sandwich Nata,
pt,460 ,14 g,,"nestle,nesquik","en:beverages,en:breakfasts,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders",,"en:france,en:portugal,en:spain,en:switzerland",,en:soybeans,,100g,100g,1619.0,383.0,3.5999999046326,g,1.6000000238419,g,79.199996948242,g,75.699996948242,g,7.2,g,4.8000001907349,g,0.34000000357628,g,0.136000001430512,g,1619.0,kJ,11.4,µg,,,14.7,mg,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,d,34.0,1.0,18104.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo, Database - FoodRepo / openfood.ch, Databases",Nestlé,"açúcar, cacau magro (21.6%), emulsionante (lecitina de soja), sais minerais (carbonato de magnésio, pirofosfato férrico, sulfato de zinco), sal, vitaminas (C, B1, D), óleo de girassol, aroma, canela."
es,,,,nestle,,,en:spain,,,,100g,100g,,0.0,6.9000000953674,g,2.5,g,0.0,g,0.0,g,,,0.0,g,0.0,g,0.0,g,0.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Agua nestle aquarel,
es,,,,nestle,,,en:spain,,,,100g,100g,,31.0,0.1,g,0.0,g,4.5,g,4.3,g,,,3.0,g,0.13,g,0.052,g,31.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé Sveltesse,
es,,,,nestle,,,en:spain,,,,100g,100g,,542.0,31.1,g,17.9,g,58.4,g,57.5,g,,,6.3,g,0.16,g,0.064,g,542.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé extrafino,
es,,,,nestle,,,en:spain,,,,100g,100g,,101.0,8.3,g,5.6,g,3.5,g,3.5,g,,,3.0,g,0.12,g,0.048,g,101.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé Yaos Natural,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,561.0,34.3,g,20.1,g,54.7,g,54.7,g,,,8.2,g,0.3,g,0.12,g,561.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Nestlé postres blanco,
es,,,,nestle,,en:no-preservatives,en:spain,,,,100g,100g,,92.0,3.0,g,2.0,g,12.2,g,8.1,g,,,3.0,g,0.0,g,0.0,g,92.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Yogolino,
es,,,,nestle,,,en:spain,,,,100g,100g,,516.0,25.3,g,15.2,g,68.0,g,55.0,g,,,0.0,g,1.5,g,0.6,g,516.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Bolsa super 8,
es,,,,nestle,,en:no-gluten,en:spain,,,,100g,100g,,155.0,3.7,g,3.1,g,28.8,g,19.5,g,,,1.5,g,0.13,g,0.052,g,155.0,kcal,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",PIRULO MARSHMALLOW,
